id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8024,F,1.2375,0.975,0.3375,16.76872925,5.2446575,3.81300775,5.386405,14.0
8025,I,1.375,1.1,0.3125,23.700182,10.6877615,5.99591925,8.3631025,9.0
8026,M,1.525,1.175,0.4375,31.51046925,15.80484625,7.89533575,8.3631025,12.0
8027,M,1.3125,1.0125,0.375,22.169309,7.10154975,4.60679375,8.3631025,13.0
8028,M,1.4375,1.075,0.325,26.365035,13.65028425,5.51397775,6.0951425,9.0
8029,I,0.4,0.3,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
8030,I,1.3125,1.0,0.35,18.80989325,9.8372765,3.40194,5.953395,8.0
8031,M,1.5,1.225,0.425,38.215126,9.8372765,7.66853975,11.1980525,16.0
8032,M,1.4375,1.1625,0.3625,25.44367625,11.8784405,6.95980225,7.2291225,9.0
8033,M,1.575,1.225,0.4625,38.22930075,12.0485375,7.540967,12.20445975,10.0
8034,M,1.5125,1.1875,0.4125,33.46658475,12.3320325,7.66853975,9.3269855,14.0
8035,I,1.25,0.9625,0.3,18.9658155,9.2135875,4.63514325,4.97533725,7.0
8036,I,1.175,0.9,0.3,13.53688625,5.96756975,2.99087225,3.8271825,7.0
8037,M,1.5375,1.2,0.4375,32.6302745,13.70698325,6.90310325,9.922325,11.0
8038,M,1.025,0.7875,0.225,9.922325,4.6776675,1.8994165,2.551455,7.0
8039,I,1.4375,1.125,0.3875,18.92329125,7.3992195,4.479221,5.953395,10.0
8040,M,1.5125,1.2125,0.4625,30.83008125,12.3320325,6.25106475,10.77281,10.0
8041,F,1.65,1.3,0.5,42.354153,18.824068,8.83086925,10.489315,9.0
8042,I,1.1875,0.9125,0.3,12.54465375,5.4147545,2.438057,3.8271825,8.0
8043,F,1.2125,0.9125,0.325,17.4916415,7.35669525,3.4869885,4.53592,9.0
8044,I,1.2125,0.975,0.3125,17.08057375,8.94426725,3.33106625,4.29494925,8.0
8045,F,1.5125,1.125,0.3375,26.54930675,14.72756525,5.20213325,5.31553125,8.0
8046,M,0.9,0.7,0.275,6.84640425,2.14038725,1.6159215,2.1262125,8.0
8047,M,1.4625,1.1625,0.3875,24.67823975,11.453198,5.62737575,7.2291225,9.0
8048,M,1.3375,1.0875,0.3375,24.28134675,9.85145125,4.86193925,7.7961125,14.0
8049,I,1.0875,0.75,0.25,8.561549,3.78465825,1.190679,2.1262125,7.0
8050,M,1.3125,1.0125,0.3625,22.11261,10.3475675,4.649318,5.5281525,10.0
8051,F,1.1875,0.875,0.275,13.90542975,5.54232725,2.9199985,3.685435,8.0
8052,M,1.375,1.0625,0.3125,22.1976585,8.60407325,5.99591925,6.16601625,11.0
8053,M,1.525,1.175,0.4125,35.50774875,17.08057375,7.257472,8.9300925,11.0
8054,M,1.7375,1.3375,0.5,45.245802,18.5122235,8.32057825,14.8834875,13.0
8055,M,1.675,1.3625,0.4375,44.111822,19.29183475,10.602713,10.7444605,10.0
8056,M,1.45,1.125,0.325,24.81998725,12.68640125,5.1879585,6.23689,10.0
8057,F,1.4,1.0625,0.3625,23.85610425,7.711064,5.10291,8.0796075,17.0
8058,F,1.3375,1.05,0.4,24.1821235,9.96484925,5.0745605,8.0796075,12.0
8059,F,1.7125,1.4125,0.475,43.1762885,22.055911,11.86426575,11.3398,10.0
8060,I,1.0625,0.8125,0.2625,10.30504325,4.37999775,2.08368825,3.40194,7.0
8061,I,1.1625,0.9,0.2875,12.34620725,5.3013565,2.14038725,3.5436875,8.0
8062,I,0.5,0.35,0.125,1.09145575,0.38271825,0.1417475,0.340194,5.0
8063,F,1.5125,1.25,0.4375,36.4291075,16.896302,6.917278,10.489315,10.0
8064,M,1.4625,1.1375,0.3375,27.08794725,11.0846545,6.010094,9.4970825,20.0
8065,I,1.2875,0.975,0.3,15.762322,7.83863675,3.4869885,4.63514325,10.0
8066,I,0.8,0.5875,0.2,4.6209685,1.814368,0.75126175,1.360776,6.0
8067,F,1.4125,1.125,0.4125,26.3366855,9.45455825,6.5487345,7.087375,14.0
8068,M,1.6375,1.2625,0.425,40.25629,17.13727275,9.00096625,11.3398,12.0
8069,I,1.0875,0.825,0.275,10.149121,4.49339575,2.67902775,2.83495,7.0
8070,M,1.3125,1.025,0.3625,20.2698925,8.63242275,4.89028875,5.386405,11.0
8071,M,1.4875,1.2,0.3875,25.95396725,10.2908685,5.85417175,8.6465975,10.0
8072,M,1.55,1.2125,0.5,36.61337925,16.612807,8.63242275,8.9300925,11.0
8073,M,1.5125,1.1875,0.4125,29.44095575,10.98543125,4.479221,9.7805775,17.0
8074,M,1.475,1.1625,0.4,28.22192725,11.09882925,6.860579,9.4970825,14.0
8075,M,1.3625,1.1,0.35,19.06503875,9.25611175,3.64291075,7.2291225,9.0
8076,F,1.6375,1.2375,0.5,41.0784255,17.463292,9.241937,12.757275,11.0
8077,F,1.7125,1.3,0.5,47.400364,22.0275615,8.43397625,12.246984,11.0
8078,F,1.35,1.0375,0.375,18.824068,7.10154975,3.78465825,5.5281525,10.0
8079,F,1.6125,1.25,0.4375,41.91473575,18.01610725,8.4198015,11.056305,11.0
8080,F,1.4,1.125,0.3625,31.19862475,13.19669225,6.22271525,8.3631025,11.0
8081,I,1.1125,0.85,0.3125,14.38737125,6.73300625,2.948348,3.685435,7.0
8082,I,1.175,0.9,0.3125,13.84873075,6.78970525,2.608154,4.1106775,9.0
8083,F,1.1625,0.9375,0.3125,15.762322,5.9817445,4.025629,4.819415,12.0
8084,M,1.5625,1.2125,0.4625,31.6096925,11.49572225,6.350288,11.623295,20.0
8085,M,1.375,1.1,0.4125,24.73493875,8.32057825,5.06038575,8.00873375,12.0
8086,M,1.5,1.1625,0.3875,28.76056775,12.246984,7.41339425,7.654365,12.0
8087,I,1.3,0.9875,0.3125,18.71067,8.60407325,3.9405805,5.10291,8.0
8088,F,1.425,1.125,0.3625,24.9192105,10.61688775,6.10931725,7.2291225,9.0
8089,I,1.1,0.875,0.2625,12.74310025,5.9817445,2.8066005,2.9199985,7.0
8090,I,1.0375,0.8,0.25,10.53183925,4.422522,1.85689225,2.9766975,7.0
8091,M,1.575,1.2625,0.4625,33.849303,12.79979925,6.56290925,11.1980525,18.0
8092,M,1.4,1.1,0.4,24.720764,12.79979925,4.57844425,6.9456275,9.0
8093,F,1.4875,1.1625,0.375,31.19862475,14.8834875,7.654365,8.6465975,10.0
8094,I,1.3,0.975,0.3125,16.91047675,8.51902475,3.52951275,4.5642695,8.0
8095,F,1.45,1.1,0.3375,25.86891875,10.5176645,5.8683465,6.6621325,8.0
8096,M,1.4375,1.125,0.4,30.94347925,12.1619355,7.7961125,8.15048125,11.0
8097,F,1.4875,1.1625,0.375,26.35086025,10.6877615,6.4920355,7.5126175,11.0
8098,F,1.6125,1.225,0.4,33.86347775,14.911837,8.1930055,9.922325,11.0
8099,I,1.0625,0.85,0.275,10.432616,4.53592,2.2963095,3.5436875,7.0
8100,F,1.575,1.2625,0.425,35.76289425,14.74174,9.6104805,10.77281,10.0
8101,F,1.05,0.8625,0.2875,11.7083435,5.8683465,2.11203775,3.8271825,10.0
8102,M,1.525,1.2125,0.4,33.8776525,18.12950525,7.24329725,8.29222875,9.0
8103,I,1.0875,0.8,0.275,12.68640125,5.499803,2.721552,3.96893,9.0
8104,M,1.45,1.1,0.4125,32.16250775,13.9196045,7.98038425,9.63883,10.0
8105,F,1.7,1.375,0.425,43.431434,19.6462035,10.6877615,12.47378,12.0
8106,F,1.5625,1.2125,0.4125,39.81687275,17.293195,6.81805475,10.02154825,13.0
8107,M,1.475,1.1375,0.4,30.05047,13.380964,5.159609,7.93786,10.0
8108,M,1.5,1.1625,0.3875,31.9498865,15.1669825,6.9456275,7.5126175,11.0
8109,F,1.325,0.9875,0.3,15.2236815,7.01650125,3.41611475,4.252425,10.0
8110,I,1.0625,0.8125,0.25,8.5331995,3.44446425,1.8427175,2.6932025,9.0
8111,I,0.7,0.5125,0.175,2.96252275,1.17650425,0.52446575,0.94970825,5.0
8112,F,1.3875,1.125,0.3625,27.51318975,9.31281075,5.76912325,7.087375,12.0
8113,I,1.1875,0.875,0.3,13.60776,6.16601625,3.061746,4.3941725,8.0
8114,I,0.975,0.7625,0.2375,7.144074,2.721552,1.60174675,2.26796,7.0
8115,M,1.325,1.0625,0.325,21.50309575,8.278054,5.88252125,5.386405,13.0
8116,M,1.375,1.0625,0.3625,24.8058125,12.8423235,5.386405,5.386405,9.0
8117,I,0.7375,0.55,0.1875,3.6003865,1.474174,0.510291,0.9922325,5.0
8118,F,1.7625,1.4,0.4625,47.18774275,21.89998875,10.87203325,12.45960525,10.0
8119,I,1.4375,1.125,0.3375,24.90503575,11.0846545,4.7910655,6.3786375,11.0
8120,M,1.5625,1.2,0.4125,36.6559035,16.51358375,8.60407325,8.94426725,9.0
8121,M,1.6375,1.3,0.5,42.354153,15.52135125,7.98038425,15.06775925,16.0
8122,F,1.525,1.2,0.3625,28.42037375,13.13999325,5.74077375,7.72523875,11.0
8123,M,1.65,1.2875,0.5625,45.3592,14.911837,8.43397625,20.581737,17.0
8124,F,1.4875,1.175,0.475,25.7696955,10.21999475,5.9250455,9.0434905,14.0
8125,F,1.4375,1.1125,0.3875,26.40755925,10.149121,5.8683465,8.50485,11.0
8126,F,0.9125,0.675,0.2625,6.30776375,2.721552,1.4458245,2.26796,7.0
8127,I,0.9375,0.6875,0.2125,5.51397775,2.721552,1.0489315,1.984465,6.0
8128,F,1.35,1.0625,0.4125,23.09066775,9.14271375,4.479221,7.37087,10.0
8129,I,1.1,0.875,0.275,12.09106175,4.6776675,2.8066005,3.685435,13.0
8130,I,1.0375,0.8125,0.25,10.73028575,4.74854125,2.14038725,2.9766975,5.0
8131,M,1.3625,1.075,0.3875,23.3883375,9.6104805,4.89028875,8.77417025,13.0
8132,I,1.25,0.9625,0.325,18.71067,7.47009325,3.912231,5.953395,8.0
8133,F,1.55,1.3,0.45,37.74735925,14.6566915,7.144074,14.3164975,15.0
8134,I,0.9375,0.7125,0.2375,6.30776375,2.50893075,1.31825175,2.1262125,7.0
8135,M,1.675,1.3125,0.475,36.61337925,16.0174675,8.40562675,11.12717875,10.0
8136,M,1.1875,0.9,0.2625,15.2236815,6.6054335,2.9199985,4.252425,8.0
8137,F,1.2875,1.0625,0.3375,24.73493875,15.06775925,4.06815325,6.7755305,9.0
8138,I,0.7,0.5,0.2125,3.515338,1.34660125,0.60951425,0.850485,5.0
8139,F,1.15,0.925,0.3,14.571643,6.76135575,2.82077525,4.3941725,8.0
8140,I,0.6875,0.5,0.0,3.24601775,1.2757275,0.75126175,0.9922325,4.0
8141,F,1.5125,1.1875,0.3875,32.98464325,14.5432935,6.010094,8.788345,13.0
8142,I,0.75,0.55,0.225,3.92640575,1.54504775,0.75126175,1.417475,8.0
8143,F,1.725,1.3,0.45,49.2430815,17.78931125,8.164656,12.757275,10.0
8144,I,1.3125,1.025,0.375,20.3265915,9.25611175,4.1106775,5.953395,9.0
8145,F,1.4625,1.15,0.4125,31.48211975,16.0174675,6.22271525,7.597666,9.0
8146,M,1.4625,1.1875,0.3625,33.1972645,16.3576615,6.13766675,8.50485,10.0
8147,M,1.1625,0.9,0.3125,14.78426425,7.597666,2.87747425,3.8271825,9.0
8148,I,1.15,0.9125,0.2875,13.4093135,6.44951125,2.65067825,3.2601925,8.0
8149,M,1.2375,0.925,0.3125,15.74814725,8.46232575,3.2601925,4.2240755,8.0
8150,M,1.2875,0.975,0.2875,16.88212725,7.27164675,3.75630875,4.252425,8.0
8151,M,1.55,1.1875,0.3875,29.41260625,11.92096475,6.59125875,8.0229085,10.0
8152,I,1.025,0.775,0.275,9.02931575,4.69184225,2.324659,2.83495,8.0
8153,I,1.425,1.0125,0.3625,22.15513425,10.24834425,4.53592,7.6827145,8.0
8154,F,1.45,1.1125,0.35,26.46425825,11.15552825,5.76912325,7.37087,15.0
8155,F,1.55,1.2,0.45,37.7331845,16.23008875,8.051258,9.7805775,10.0
8156,I,1.3125,1.025,0.35,17.53416575,5.88252125,4.53592,6.0951425,12.0
8157,F,1.3125,1.0,0.3125,19.57532975,8.6465975,3.72795925,5.2446575,9.0
8158,I,0.9375,0.6875,0.1875,6.23689,3.44446425,1.4458245,1.70097,6.0
8159,I,1.1,0.9,0.25,13.53688625,5.96756975,2.5231055,3.07592075,8.0
8160,F,1.5125,1.1125,0.4125,27.91008275,12.00601325,5.62737575,8.50485,17.0
8161,I,1.425,1.1125,0.3875,25.287754,11.623295,5.1312595,6.463686,10.0
8162,F,1.5625,1.2,0.4375,34.37376875,15.03940975,6.0951425,9.7805775,19.0
8163,F,1.1,0.875,0.35,13.53688625,5.1312595,3.64291075,4.9611625,14.0
8164,I,1.0875,0.8625,0.275,11.5382465,5.85417175,2.6932025,3.685435,8.0
8165,M,1.575,1.25,0.3875,37.23706825,17.1514475,7.98038425,9.922325,11.0
8166,M,1.55,1.2125,0.4,32.72949775,16.62698175,8.221355,8.50485,9.0
8167,F,1.575,1.1875,0.425,34.6147395,15.30873,7.78193775,10.77281,14.0
8168,F,1.5875,1.2625,0.4375,36.55668025,17.3215445,8.29222875,10.3475675,12.0
8169,F,1.275,1.025,0.325,18.01610725,7.654365,3.75630875,6.3786375,12.0
8170,I,0.675,0.4875,0.175,2.2963095,0.9922325,0.4819415,0.94970825,6.0
8171,F,1.1375,0.8875,0.3,16.839603,6.39281225,4.139027,4.6776675,13.0
8172,I,1.3,1.0125,0.375,22.89222125,10.24834425,4.12485225,6.7755305,9.0
8173,F,1.4375,1.1625,0.375,31.02852775,14.13222575,5.443104,6.520385,12.0
8174,F,1.475,1.1875,0.425,34.06192425,15.03940975,6.95980225,9.63883,10.0
8175,I,1.325,1.05,0.35,22.92057075,10.319218,4.60679375,6.0951425,8.0
8176,M,1.3,0.95,0.375,17.293195,7.711064,3.7137845,4.9611625,8.0
8177,F,1.45,1.1375,0.425,27.91008275,8.94426725,6.1518415,8.50485,13.0
8178,I,1.0875,0.8625,0.275,13.53688625,6.02426875,2.33883375,3.96893,9.0
8179,F,1.175,0.9375,0.3125,16.68368075,6.7755305,3.10427025,5.386405,9.0
8180,M,1.525,1.175,0.3875,29.937072,13.947954,6.36446275,9.07184,10.0
8181,M,1.1625,0.8875,0.3125,13.0124205,5.613201,3.2034935,4.9611625,9.0
8182,F,1.4375,1.1375,0.4,25.16018125,9.42620875,5.23048275,7.654365,13.0
8183,I,1.3125,0.975,0.3125,18.75319425,9.73805325,3.72795925,4.989512,8.0
8184,F,1.4,1.1125,0.3625,23.37416275,12.00601325,5.6699,6.520385,9.0
8185,F,1.45,1.1375,0.375,31.127751,14.04717725,6.13766675,8.3631025,10.0
8186,M,1.7375,1.325,0.5125,46.42230625,24.73493875,11.89261525,12.757275,12.0
8187,M,1.2625,1.0,0.325,19.447757,8.1930055,3.98310475,6.3786375,12.0
8188,M,1.4625,1.0875,0.3625,26.18076325,10.149121,5.71242425,7.654365,19.0
8189,M,1.6875,1.3125,0.4125,41.4753185,18.58309725,9.7805775,11.90679,10.0
8190,F,1.625,1.2625,0.4375,40.86580425,11.49572225,7.72523875,12.757275,16.0
8191,I,0.5,0.375,0.0625,1.13398,0.43941725,0.21262125,0.3118445,4.0
8192,I,0.9375,0.725,0.225,6.180191,3.01922175,1.65844575,1.7293195,7.0
8193,F,1.4125,1.0875,0.4,26.12406425,9.87980075,5.9250455,7.2291225,11.0
8194,I,0.8125,0.6125,0.225,4.762716,1.91359125,1.1623295,1.2757275,6.0
8195,M,1.4875,1.1875,0.4,34.20367175,11.453198,5.443104,11.056305,14.0
8196,F,1.6875,1.2875,0.375,41.23434775,17.90270925,8.80251975,10.56018875,11.0
8197,M,1.4375,1.1625,0.4125,26.54930675,12.54465375,6.95980225,7.93786,11.0
8198,F,1.35,1.0125,0.325,18.3421265,8.85921875,4.195726,5.953395,9.0
8199,I,0.475,0.325,0.075,0.75126175,0.2551455,0.1417475,0.2551455,4.0
8200,I,1.05,0.775,0.2,8.9300925,3.8271825,1.77184375,2.324659,6.0
8201,I,1.175,0.8875,0.3,13.53688625,5.6699,3.345241,4.9611625,13.0
8202,I,1.0125,0.775,0.2375,8.901743,4.89028875,1.644271,2.3530085,6.0
8203,I,0.8625,0.675,0.2375,6.95980225,3.04757125,1.37495075,1.984465,7.0
8204,M,1.5625,1.1875,0.4125,34.5013415,17.6617385,7.427569,8.9867915,11.0
8205,M,1.225,0.975,0.3125,16.6978555,7.55514175,3.92640575,4.762716,7.0
8206,I,1.225,1.0,0.3375,19.71707725,8.34892775,3.52951275,5.5281525,8.0
8207,M,1.525,1.1875,0.425,31.3828965,13.891255,7.41339425,7.654365,9.0
8208,M,1.225,0.9625,0.4,21.55979475,7.10154975,5.00368675,8.221355,13.0
8209,F,1.3125,1.0,0.35,18.97999025,7.78193775,3.8838815,4.3941725,8.0
8210,I,1.0125,0.7625,0.2375,9.07184,3.69960975,1.63009625,2.83495,8.0
8211,F,1.55,1.225,0.375,32.16250775,11.8784405,7.6260155,9.48290775,13.0
8212,I,0.725,0.5625,0.1875,4.309124,1.871067,0.9355335,1.2757275,6.0
8213,I,0.875,0.65,0.25,5.06038575,2.22543575,1.48834875,1.70097,7.0
8214,F,1.5875,1.2375,0.45,36.3157095,14.84096325,8.83086925,10.98543125,11.0
8215,M,1.3625,1.075,0.3125,22.4811535,9.6104805,5.14543425,6.6621325,9.0
8216,M,1.4625,1.15,0.375,26.08154,11.2547515,4.706017,7.2291225,10.0
8217,M,1.5,1.2,0.4125,35.0116325,15.52135125,8.8166945,8.50485,11.0
8218,I,1.1375,0.875,0.275,13.39513875,6.0384435,2.778251,3.118445,7.0
8219,I,0.6875,0.5125,0.175,2.14038725,0.97805775,0.52446575,0.850485,5.0
8220,I,0.85,0.6125,0.225,5.06038575,2.0128145,1.40330025,1.5592225,6.0
8221,M,1.2625,0.975,0.325,17.08057375,7.767763,4.479221,5.10291,9.0
8222,F,1.4625,1.15,0.375,22.4244545,10.6310625,4.32329875,5.6415505,9.0
8223,F,1.5625,1.225,0.425,36.78347625,13.834556,7.767763,11.1980525,14.0
8224,M,1.5625,1.225,0.4,32.13415825,14.10387625,6.76135575,8.6465975,10.0
8225,M,1.575,1.2375,0.475,35.550273,17.0380495,8.03708325,11.04213025,12.0
8226,F,1.6125,1.225,0.4125,37.74735925,16.45688475,7.24329725,8.3631025,11.0
8227,F,1.1,0.85,0.2875,11.43902325,4.9611625,1.97029025,3.3168915,8.0
8228,I,1.15,0.9,0.3125,11.2547515,4.72019175,2.551455,3.118445,7.0
8229,I,1.0625,0.8125,0.3,9.39785925,4.37999775,2.33883375,2.9766975,7.0
8230,M,1.65,1.35,0.4875,48.91706225,19.54698025,10.77281,14.514944,16.0
8231,F,1.525,1.2,0.425,31.70891575,13.93377925,6.8889285,9.355335,13.0
8232,M,1.45,1.125,0.375,24.36639525,11.75086775,5.03203625,6.180191,9.0
8233,I,1.375,1.025,0.3,19.80212575,9.87980075,3.8838815,5.046211,8.0
8234,M,1.6625,1.3125,0.425,36.95357325,16.953001,9.015141,10.77281,12.0
8235,F,1.65,1.3125,0.4375,45.67784575,17.73261225,8.8166945,17.73261225,23.0
8236,F,1.45,1.1125,0.4,34.189497,13.8062065,5.5281525,9.7805775,11.0
8237,M,1.0375,0.8125,0.3125,9.808927,4.29494925,2.67902775,3.2601925,8.0
8238,M,1.825,1.375,0.4875,58.13064975,28.13687875,13.2959155,14.0330025,12.0
8239,F,1.2,0.925,0.3125,14.3731965,5.40057975,3.27436725,4.3941725,11.0
8240,M,1.4375,1.0875,0.4,24.28134675,9.412034,4.52174525,7.427569,20.0
8241,I,1.2625,1.0,0.325,19.15008725,7.04485075,3.95475525,5.953395,9.0
8242,F,1.6,1.2625,0.4625,33.5941575,14.33067225,8.221355,9.355335,9.0
8243,F,1.525,1.2125,0.4,32.31843,11.04213025,6.36446275,10.489315,10.0
8244,F,1.7125,1.35,0.5125,44.43784125,20.97863,10.77281,12.190285,11.0
8245,F,1.35,1.0875,0.3625,26.2232875,10.149121,5.0745605,7.7961125,11.0
8246,F,1.65,1.3,0.475,42.354153,15.03940975,10.19164525,11.623295,10.0
8247,M,1.575,1.225,0.3875,31.87901275,15.46465225,7.41339425,8.3631025,11.0
8248,F,1.65,1.3625,0.3875,45.529297,16.17338975,8.6465975,12.190285,19.0
8249,F,1.525,1.225,0.3875,32.545226,16.3009625,7.7394135,8.788345,9.0
8250,I,1.35,1.0375,0.35,23.79940525,9.4403835,5.85417175,6.4353365,10.0
8251,F,1.4875,1.1375,0.45,24.16794875,9.25611175,6.2652395,8.6465975,12.0
8252,M,1.6375,1.2875,0.375,34.65726375,15.57805025,8.5898985,9.355335,10.0
8253,M,1.5625,1.2125,0.3625,34.06192425,15.26620575,8.23552975,8.0796075,11.0
8254,F,1.3125,1.0375,0.375,22.5378525,9.8372765,4.12485225,5.953395,8.0
8255,M,1.5625,1.2125,0.4,32.601925,15.52135125,7.144074,8.0796075,11.0
8256,M,1.4125,1.1,0.3875,24.777463,12.303683,6.59125875,6.520385,8.0
8257,I,0.7375,0.5375,0.1875,3.92640575,1.2190285,0.66621325,1.13398,6.0
8258,M,1.3875,1.0875,0.375,33.962701,17.42076775,6.1518415,9.4970825,9.0
8259,M,1.5625,1.25,0.4375,32.4601775,13.834556,7.21494775,9.4970825,12.0
8260,M,0.6875,0.55,0.0,2.65067825,0.8788345,0.52446575,0.850485,5.0
8261,F,1.3125,0.9875,0.3125,18.71067,8.34892775,3.9405805,5.5281525,15.0
8262,F,1.625,1.275,0.475,37.74735925,15.06775925,9.015141,13.324265,19.0
8263,I,1.4,1.075,0.3125,22.5378525,9.87980075,4.89028875,6.23689,8.0
8264,F,1.3625,1.025,0.325,20.638436,9.11436425,4.649318,5.386405,9.0
8265,I,0.5375,0.3875,0.1125,1.2757275,0.94970825,0.29766975,0.4252425,5.0
8266,F,1.325,1.1125,0.375,20.14231975,8.71747125,4.4508715,6.23689,10.0
8267,I,0.9375,0.7,0.25,7.44174375,3.458639,1.757669,2.45223175,6.0
8268,F,1.7625,1.4,0.525,47.513762,21.262125,10.92873225,12.20445975,10.0
8269,I,0.7125,0.5375,0.1625,2.2963095,0.8788345,0.6520385,0.850485,3.0
8270,M,1.475,1.1375,0.3875,30.5891105,11.12717875,6.747181,8.221355,11.0
8271,F,1.2875,1.0,0.3375,20.921931,9.42620875,5.14543425,5.34388075,9.0
8272,M,1.15,0.9125,0.3125,12.4454305,4.74854125,2.0695135,4.1106775,9.0
8273,F,1.4125,1.1,0.4125,33.3673615,11.9351395,7.9095105,10.20582,11.0
8274,M,1.175,0.875,0.2625,13.777857,6.44951125,2.87747425,3.3735905,6.0
8275,M,1.55,1.3125,0.4,40.83745475,18.49804875,6.73300625,9.59630575,10.0
8276,M,1.375,1.0625,0.3625,24.720764,11.0846545,4.89028875,6.80388,12.0
8277,M,1.45,1.1375,0.3625,27.669112,9.6671795,6.53455975,7.7961125,10.0
8278,I,1.175,0.875,0.3125,14.75591475,5.4147545,3.50116325,4.9611625,8.0
8279,M,1.3125,1.0125,0.3,23.17571625,8.26387925,5.896696,6.6621325,13.0
8280,I,1.2625,0.9875,0.325,16.839603,7.01650125,3.7137845,4.69184225,9.0
8281,M,1.625,1.2875,0.425,40.78075575,17.7751365,8.49067525,11.3398,13.0
8282,M,1.2625,1.025,0.35,17.293195,7.98038425,3.75630875,4.252425,8.0
8283,M,1.5375,1.2,0.425,31.59551775,14.21727425,6.973977,10.78698475,11.0
8284,M,1.675,1.3125,0.475,40.78075575,18.5689225,9.11436425,10.20582,8.0
8285,F,1.5375,1.25,0.475,36.61337925,10.546014,8.448151,11.3398,16.0
8286,I,1.0375,0.8125,0.2875,9.02931575,4.2807745,1.927766,2.494756,7.0
8287,F,1.5125,1.225,0.425,34.60056475,13.93377925,7.3992195,9.31281075,13.0
8288,M,1.55,1.2125,0.4125,27.839209,10.61688775,6.577084,9.53960675,10.0
8289,I,0.9875,0.725,0.2375,6.30776375,2.7499015,1.6726205,2.1262125,7.0
8290,M,1.3625,1.0625,0.3625,24.0687255,10.73028575,4.8477645,6.973977,8.0
8291,F,1.2875,1.0,0.3375,20.184844,9.241937,4.35164825,5.726599,8.0
8292,M,1.475,1.175,0.4,31.3261975,13.947954,7.0023265,8.9300925,11.0
8293,I,1.125,0.875,0.3375,15.2236815,6.350288,3.798833,4.53592,9.0
8294,M,1.625,1.3125,0.475,39.90968875,16.48523425,8.50485,13.0691195,10.0
8295,I,0.6875,0.5,0.1625,2.82077525,1.077281,0.58116475,0.850485,6.0
8296,F,1.2,0.9375,0.35,16.782904,7.6260155,3.8838815,4.77689075,8.0
8297,I,1.0,0.7875,0.25,9.63883,4.0539785,1.99863975,3.5436875,7.0
8298,F,1.5,1.1875,0.4125,32.16250775,14.3164975,7.6260155,8.9300925,11.0
8299,F,1.625,1.275,0.525,45.812792,22.52367775,9.015141,13.324265,11.0
8300,F,1.3625,1.0,0.375,23.3883375,10.61688775,4.195726,5.8116475,11.0
8301,F,1.6625,1.3,0.425,39.745999,17.6617385,8.674947,11.4815475,11.0
8302,F,1.425,1.1,0.3375,24.22464775,11.15552825,4.422522,6.9456275,8.0
8303,F,1.375,1.075,0.3375,20.28406725,8.66077225,4.5075705,6.23689,9.0
8304,M,1.5625,1.2125,0.45,35.6920205,17.61921425,7.881161,9.355335,10.0
8305,I,1.15,0.9125,0.2875,13.53688625,5.37223025,2.96252275,4.9611625,8.0
8306,F,1.5625,1.25,0.4125,31.25532375,14.628342,7.427569,9.70970375,10.0
8307,M,1.425,1.125,0.3875,24.9192105,12.79979925,4.57844425,6.7755305,9.0
8308,M,1.2625,0.9625,0.3125,18.824068,9.05766525,5.03203625,4.52174525,7.0
8309,M,1.2875,1.0,0.3125,21.9708625,9.87980075,4.876114,5.953395,8.0
8310,M,1.225,0.9625,0.2875,15.7906715,6.59125875,3.75630875,4.819415,9.0
8311,M,1.4125,1.0625,0.3875,21.38969775,7.314171,4.83358975,7.087375,13.0
8312,F,1.2625,1.0125,0.3,16.68368075,7.2291225,4.26659975,4.9611625,7.0
8313,M,1.4125,1.1,0.375,29.937072,12.133586,7.12989925,7.824462,10.0
8314,M,1.5875,1.225,0.475,38.9805625,18.937466,7.35669525,10.0640725,10.0
8315,M,1.6,1.2875,0.4375,38.65454325,16.5277585,8.88756825,11.90679,11.0
8316,F,1.5,1.225,0.4,31.2694985,10.8578585,8.00873375,10.489315,14.0
8317,M,1.3875,1.1125,0.3125,23.26076475,9.7805775,4.3941725,7.2291225,10.0
8318,I,0.625,0.475,0.15,2.721552,1.0489315,0.56699,0.850485,6.0
8319,F,1.4125,1.1,0.3875,26.9036755,11.8784405,6.860579,7.5126175,12.0
8320,F,1.6125,1.2875,0.4,34.74231225,17.10892325,8.8166945,9.7805775,9.0
8321,M,1.375,1.0625,0.3625,27.8675585,13.31009025,5.9817445,6.0951425,9.0
8322,I,1.2875,0.95,0.3,14.3731965,5.8116475,3.69960975,4.876114,7.0
8323,M,1.5625,1.25,0.4,32.601925,15.52135125,6.4920355,8.6465975,8.0
8324,I,1.1375,0.8625,0.2625,11.7650425,5.5281525,2.22543575,3.4869885,7.0
8325,M,1.225,0.9875,0.2625,19.3060095,9.19941275,3.72795925,5.2446575,12.0
8326,I,1.0375,0.775,0.2875,8.17883075,3.78465825,1.4458245,2.26796,7.0
8327,I,0.8125,0.625,0.1875,4.03980375,1.85689225,0.94970825,1.2190285,5.0
8328,I,1.2375,0.925,0.3,15.66309875,7.2291225,2.721552,4.252425,9.0
8329,I,0.825,0.6375,0.2,5.7549485,2.02698925,1.5025235,1.5592225,7.0
8330,F,1.4125,1.075,0.3875,24.7491135,8.561549,4.63514325,9.922325,17.0
